species;original.name;section;mean;weighted_squaredSEM;Ncyt;Culm.length.mp;Culm.length.1.4;Leaf.width.mp;Leaf.width.1.4;Utricle.length.mp;Utricle.length.1.4;LI.length.mp;LI.length.1.4;TI.length.mp;TI.length.1.4;Samples_bioclim;bio1_Mean;bio2_Mean;bio3_Mean;bio4_Mean;bio5_Mean;bio6_Mean;bio7_Mean;bio8_Mean;bio9_Mean;bio10_Mean;bio11_Mean;bio12_Mean;bio13_Mean;bio14_Mean;bio15_Mean;bio16_Mean;bio17_Mean;bio18_Mean;bio19_Mean;squaredSEM_bioclim1;squaredSEM_bioclim2;squaredSEM_bioclim3;squaredSEM_bioclim4;squaredSEM_bioclim5;squaredSEM_bioclim6;squaredSEM_bioclim7;squaredSEM_bioclim8;squaredSEM_bioclim9;squaredSEM_bioclim10;squaredSEM_bioclim11;squaredSEM_bioclim12;squaredSEM_bioclim13;squaredSEM_bioclim14;squaredSEM_bioclim15;squaredSEM_bioclim16;squaredSEM_bioclim17;squaredSEM_bioclim18;squaredSEM_bioclim19
Carex dispalata;Carex_dispalata|JAP|NCBI_Waterway_3652;Mollicula Clade;80;7.46021562;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;272;114.8419118;85.96323529;26.01470588;8427.727941;280.7830882;-44.87132353;325.6544118;190.1286765;32.83088235;222.6617647;7.341911765;1625.404412;227.7095588;69.06617647;39.5625;601.3345588;228.2720588;569.75;272.3088235;1265.838385;108.6259496;11.15845453;899790.1693;807.6022222;2438.592237;854.4188735;3504.105152;3123.757272;791.5309312;2234.233218;191983.5628;4800.354447;985.0583351;214.9702491;32274.7622;9386.058552;27071.28782;27162.02236
Carex doniana;Carex_doniana|CHS|spm00000047;Mollicula Clade;56.5;5.595161715;4;45;7.5;8.5;1.75;3.75;0.125;50;10;52.5;11.25;211;150.7914692;83.68246445;32.3507109;6635.421801;287.1848341;13.90047393;273.2843602;210.7393365;76.22748815;235.436019;65.63981043;1969.677725;288.8388626;70.15165877;46.08056872;760;234.1943128;693.8909953;259.549763;635.4801174;177.6367863;186.7145114;3975721.312;1060.027578;1912.823381;3391.252088;1782.441255;1751.548003;915.2089822;1619.802979;354328.4956;8302.364387;1905.1007;225.331573;56198.80952;18159.53825;43690.28806;28902.72489
Carex grallatoria subsp. grallatoria;Carex_grallatoria_ssp_grallatoria|JAP|spm00006651;Mollicula Clade;17.66666667;7.46021562;3;7;1.5;1.25;0.125;2.25;0.125;12.5;1.25;12.5;1.25;6;107.5;73.33333333;24.66666667;7671;250.5;-39.5;290;191.8333333;24.33333333;205.5;8.5;2293.833333;354.3333333;59.5;50.16666667;930.8333333;231.8333333;856.8333333;236.3333333;239.9416623;50.11995118;5.287969054;738879.2102;176.5542552;730.8950646;792.1145011;525.3142523;1136.550559;129.552163;597.7970584;23507.1505;404.2581551;87.98114306;32.81811751;3052.820263;924.5185734;1493.701181;2635.52852
Carex grallatoria subsp. heteroclita;Carex_grallatoria_ssp_heteroclita|JAP|spm00006653;Mollicula Clade;22;22.38064686;1;12.5;3.75;1.75;0.375;2.25;0.125;0;0;12.5;1.25;31;113.8387097;91.03225806;27.96774194;7935.225806;272.2903226;-46.32258065;318.6129032;205.9677419;16.32258065;216.0322581;13.12903226;1692.290323;245.2903226;51.61290323;47.25806452;668.1290323;178.3870968;654.7096774;180.0322581;902.2731183;138.3655914;4.432258065;263331.914;608.1462366;1348.425806;527.3784946;502.1655914;1301.492473;676.9655914;1242.849462;147383.2129;5018.87957;330.7784946;34.06451613;34248.11613;3173.311828;34178.54624;3340.365591
Carex hordeistichos;Carex_hordeistichos|SPA|spm00000579;Mollicula Clade;56.75;1.865053905;12;20;5;4;0.5;10;1;30;5;15;2.5;227;97.9339207;98.11894273;34.81938326;6398.356828;252.6167401;-26.07488987;278.69163;120.5638767;85.75770925;180.6167401;17.26431718;659.6079295;78.88986784;34.71365639;25.40969163;212.0704846;119.6696035;162.2070485;152.4713656;438.7964992;165.3707458;10.92741024;823469.5137;667.4763557;1044.63596;1168.346965;2382.176211;6742.520681;387.1489221;856.9740751;26030.92967;288.1515341;214.4530428;125.9154809;2292.862267;1984.390355;3846.173755;3397.197185
Carex ischnostachya;Carex_ischnostachya|CHS|spm00000062;Mollicula Clade;59.75;5.595161715;4;45;7.5;5;0.5;4.5;0.25;40;10;22.5;3.75;235;139.306383;82.87234043;26.80851064;7721.314894;293.8680851;-9.361702128;303.2297872;206.412766;60.55319149;239.0170213;41.4;1856.089362;262.4425532;72.59574468;41.41276596;691.787234;241.7914894;635.3744681;280.187234;729.3587198;136.8554283;4.993089653;762007.5243;316.4483361;1494.360065;1050.203382;2743.021204;1503.923441;378.4868885;1269.574359;232757.3638;6029.093908;1047.566648;126.7647936;34974.87761;9714.772577;24968.03011;27902.64855
Carex mollicula;Carex_mollicula|JAP|NCBI_Waterway_3667;Mollicula Clade;65;5.595161715;4;22.5;3.75;6;1;3.5;0.25;17.5;3.75;20;5;220;99.22272727;83.26818182;25.19545455;8491.554545;265.25;-58.89545455;324.1454545;175.7045455;22.89090909;207.95;-8.672727273;1703.068182;232.0090909;74.23636364;35.83636364;620.6318182;245.7818182;593.2272727;293.55;1249.507244;103.4300332;7.482171025;538482.5769;1019.594749;1946.72418;565.5860523;3525.405459;2957.494894;920.4038813;1844.184641;174442.3013;5385.515899;618.811457;116.8589456;36145.20172;5512.938481;28571.61021;18894.79658
Carex nemostachys;Carex_nemostachys|CHS|spm00000088;Mollicula Clade;83;7.46021562;3;65;12.5;7;0.5;3;0.75;80;20;75;12.5;53;179.5283019;80.83018868;31.11320755;6352.056604;306.6981132;43.83018868;262.8679245;233.7924528;106.4150943;258.0943396;95.30188679;1925.849057;321.6226415;54.77358491;55.71698113;839.2264151;188.5660377;714.1320755;203.8113208;1110.71553;128.0283019;48.48693759;2607339.978;664.6763425;2269.643687;2071.193759;590.0522496;2241.478229;549.8563135;2322.137881;256165.5152;12508.47025;844.2939042;173.245283;80130.17852;8359.211901;83421.88607;7639.117562
Carex pallescens;Carex_pallescens|BRC|spm00002008;Mollicula Clade;63.375;2.797580858;8;50;15;2.5;0.25;2.65;0.175;12.5;3.75;17.5;6.25;1619;57.89190859;80.69857937;27.72266831;7497.491044;213.1914762;-80.78258184;293.9740581;100.7152563;17.81408277;154.2520074;-37.857937;877.5670167;102.8023471;48.01358863;24.22421248;285.1815936;157.4879555;232.7362569;210.7665225;907.9370111;309.1031562;29.77903466;4475192.554;1142.791497;3604.230821;5605.876953;3831.531355;5717.04885;657.2331156;2649.658421;117470.7413;1630.907757;442.1605074;81.75377681;12843.47627;4616.923681;3655.762906;13378.09997
Carex planiculmis;Carex_planiculmis|KOR|NCBI_Jung_2377;Mollicula Clade;61;11.19032343;2;37.5;3.75;7.5;1.25;3.75;0.125;30;7.5;30;2.5;45;63.04444444;92.28888889;26.13333333;8960.311111;236.0222222;-111.7333333;347.7555556;165.0666667;-41.42222222;175.7777778;-52.64444444;1568;231.1555556;55.91111111;47.6;635.2888889;182.4;627.0444444;198.3777778;1684.679798;156.710101;14.43636364;1082216.583;1785.749495;2366.154545;892.0979798;3279.336364;4000.794949;1558.494949;2346.916162;175074.5;4619.043434;500.7191919;292.8363636;35560.43737;4783.7;35868.08889;8225.376768
Carex scabrata;Carex_scabrata|QUE|NCBI_Waterway_3706;Mollicula Clade;54;22.38064686;1;60;15;6;1;3.95;0.275;32.5;11.25;32.5;8.75;355;65.01408451;108.3802817;28.16338028;9450.442254;256.6;-123.2366197;379.8366197;122.6816901;-10.85633803;182.5014085;-61.0084507;1051.884507;109.8816901;65.57746479;15.53802817;310.1887324;213.2591549;283.6647887;237.971831;670.8444338;130.7052598;13.2048699;887600.5298;400.2632768;1596.525774;937.4365083;5812.223251;5651.106422;371.8269754;1390.697668;33375.71826;332.9803135;315.5328241;28.69558367;2662.294788;2671.333779;1595.624604;4358.518978
Carex secalina;Carex_secalina|HUN|spm00004542;Mollicula Clade;50;11.19032343;2;18.5;8.25;3;0.5;3.95;0.125;12;3;15;2.5;41;78.80487805;93.29268293;28.53658537;8373.658537;251.2439024;-76.34146341;327.5853659;166.097561;-17.53658537;183.9756098;-30.82926829;667.1707317;85.90243902;35.29268293;31.36585366;235.3658537;115.4390244;226.2926829;121.8536585;1029.560976;117.6621951;19.35487805;3590130.78;456.3890244;3362.280488;3280.04878;1470.190244;2541.954878;480.2243902;2819.845122;46487.14512;333.3902439;335.6121951;149.4878049;2734.787805;3569.302439;3520.212195;3412.128049
Carex torreyi;Carex_torreyi|COL|spm00001708;Mollicula Clade;64;11.19032343;2;32.5;8.75;2.25;0.375;2.7;0.25;9;1.5;12;2;99;32.82828283;127.030303;27.64646465;11421.89899;257.040404;-200.4848485;457.5252525;162.9090909;-97.25252525;172.0505051;-121.3737374;506.6464646;83.52525253;16.06060606;54.31313131;226.979798;56.06060606;221.4141414;58.11111111;507.3477633;235.9480519;29.51659452;2740457.459;599.9371264;1712.109462;1446.496805;1022.512059;2911.496805;517.3545661;1721.828283;9338.985982;196.4968048;14.54730983;80.36013193;1611.836322;148.4044527;2100.265512;198.4875283
Carex alopecuroides;Carex_alopecuroides|KOR|spm00000321;Molliculae Clade;56.5;5.595161715;4;45;7.5;3;0.5;3;0.75;25;2.5;25;2.5;30;136.4666667;81.43333333;36.23333333;5927.966667;261.6;13.56666667;248.0333333;178.1666667;87.8;210.5666667;60.26666667;2345.9;322.7333333;99.36666667;37.26666667;877.9;322.9;828.1333333;424.2333333;1189.016092;189.9781609;261.0126437;7656935.826;1918.110345;3753.288506;6798.998851;3783.66092;3439.268966;1275.081609;3578.478161;288006.369;14292.27126;895.2057471;215.3057471;99404.3;7697.127586;96351.15402;36845.77126
Carex assiniboinensis;Carex_assiniboinensis|MAN|spm00000722;Mucronata Clade;32;11.19032343;2;55;10;2;0.5;5.75;0.375;17.5;6.25;20.5;4.75;94;43.67021277;122.1489362;25.10638298;12225.25532;272.3829787;-205.2553191;477.6382979;188.0212766;-121.1595745;191.4468085;-124.4255319;616.3510638;95.79787234;16.37234043;53.90425532;265.0638298;57.67021277;263.6170213;58.72340426;588.8255548;33.67650423;3.795012583;641480.1062;251.443148;1286.751315;555.7172272;422.773736;1600.135553;278.4218714;1157.322352;19598.48833;217.7759094;59.54804393;32.13051933;1896.942119;591.578243;1806.797987;1124.610844
Carex fusiformis;Carex_fusiformis|EHM|spm00005727;Mucronata Clade;44;22.38064686;1;37.5;3.75;7.5;1.25;7.5;0.25;40;10;30;5;3;93;105.6666667;44.33333333;4719.333333;195.3333333;-39.66666667;235;144.3333333;43.33333333;147;28.33333333;1040.333333;243;7.666666667;89.33333333;615;49;604;65.33333333;479.8833247;100.2399024;10.57593811;1477758.42;353.1085103;1461.790129;1584.229002;1050.628505;2273.101119;259.104326;1195.594117;47014.30099;808.5163103;175.9622861;65.63623502;6105.640527;1849.037147;2987.402362;5271.057041
Carex macrolepis;Carex_macrolepis|ITA|spm00000536;Mucronata Clade;36.5;11.19032343;2;52.5;11.25;2.75;0.625;6;0.5;17.5;3.75;15;2.5;40;94.825;78.95;30.475;6106.275;237.15;-14.475;251.625;68.325;155.25;174.35;20.45;895.05;126.05;33.175;39.35;345.025;120.025;125.625;291.175;646.7121795;406.3564103;29.89679487;44960.35833;1132.9;494.7685897;533.5737179;879.3532051;3813.730769;643.7205128;652.5102564;6873.023077;632.1512821;283.1737179;372.6435897;4784.845513;3057.153205;3935.163462;9574.353205
Carex mucronata;Carex_mucronata|ITA|spm00000534;Mucronata Clade;35.33333333;7.46021562;3;23.5;8.25;0.4;0.05;4.5;0.25;7.5;1.25;9.5;1.25;133;52.15037594;84.42105263;31.28571429;6376.992481;192.4962406;-72.18796992;264.6842105;109.6992481;5.473684211;132.6090226;-30.10526316;1134.06015;138.7669173;60.52631579;27.76691729;396.1203008;201.8421053;373.5037594;221.2105263;956.5378218;130.8062201;3.932900433;236448.6893;1395.827637;997.8204602;600.5358852;2136.924015;5513.948166;1094.770221;908.1100478;37360.4812;507.3619275;269.4481659;71.45283664;4519.879357;2727.800638;10309.53976;3644.788676
Carex albursina;Carex_albursina|KTY|spm00001384;Paniceae;44;11.19032343;2;36;13;25.5;6.25;3.6;0.3;21;7.5;11;3.5;347;89.82132565;113.925072;28.8962536;9676.129683;284.0259366;-105.3688761;389.3948127;172.4582133;-21.09798271;209.3861671;-40.68587896;963.0115274;105.832853;50.48991354;22.63688761;298.6080692;173.092219;282.815562;181.4726225;654.3437058;121.7458147;10.82157552;891380.9224;413.5975912;1399.331745;977.4477187;2640.942613;4639.811181;404.301311;1285.539771;23593.69929;177.203195;375.1003315;150.2377105;1342.765021;3624.14754;1002.532358;4728.706618
Carex arisanensis;Carex_arisanensis|TAI|spm00006420;Paniceae;44;22.38064686;1;27.5;6.25;6;1;5.5;0.25;8;1;6;1;21;177.2380952;67.9047619;39.47619048;3739.619048;257.4761905;85.57142857;171.9047619;211.1904762;133.4285714;220.1904762;126.6190476;2908.333333;469.6190476;100.2380952;52;1270.857143;329.5238095;1195.428571;348.3809524;1055.690476;69.89047619;42.96190476;499797.0476;1420.961905;1148.857143;410.1904762;1001.561905;1037.157143;1343.161905;980.747619;269451.8333;30014.74762;1818.090476;532.5;203677.4286;18847.4619;214756.3571;18015.74762
Carex aurea;Carex_aurea||spm00000767;Paniceae;52;7.46021562;3;22.5;8.75;2.2;0.4;2.75;0.225;12;4;6.5;1.75;944;34.02118644;118.6048729;29.13665254;10012.86441;241.3082627;-167.2733051;408.5815678;109.1197034;-34.11652542;158.7055085;-97.84004237;700.0286017;89.72563559;32.16631356;34.74788136;248.4173729;111.0254237;207.0391949;153.2192797;1947.276327;540.4089264;49.86783862;5202018.707;1415.84867;5321.19988;4053.125895;6173.354691;10181.17411;1231.397806;4562.743209;96197.2346;1504.714676;445.7231058;326.2841949;12425.17874;4404.716214;5754.964528;14907.45027
Carex auriculata;Carex_auriculata|KOR|spm00000345;Paniceae;58;22.38064686;1;NA;NA;NA;NA;3.75;0.125;NA;NA;NA;NA;70;30.05714286;90.75714286;20.55714286;11914.25714;233.1857143;-198.5428571;431.7285714;165.4428571;-126.0285714;173.3;-133.6714286;767.5857143;137.9142857;17.31428571;63.9;362.4857143;61.78571429;358.9;63.12857143;667.3590062;163.8966874;2.250310559;3323739.092;455.8345756;2910.048861;3445.244099;673.9024845;1548.231056;370.2130435;2243.875983;19789.23168;341.673706;167.1461698;220.7869565;1975.32588;1649.938923;2408.728986;1786.519462
Carex bicolor;Carex_bicolor|ASK|spm00001622;Paniceae;49.33333333;1.865053905;12;12.5;3.75;1.75;0.375;2.4;0.3;8.5;1.75;8.5;1.25;483;-22.62732919;74.80745342;25.57349896;8277.904762;140.9026915;-168.7225673;309.6252588;44.95859213;-57.53623188;85.34989648;-123.5610766;817.5817805;99.97929607;43.92339545;32.36024845;269.8074534;144.5093168;220.6708075;195.4202899;2475.425144;288.508492;35.04178586;13760474.05;1107.942794;10832.43324;14129.2431;2425.894547;13962.89651;625.0578164;8586.624374;236755.4679;2726.53484;1045.108227;290.8243087;19812.51679;11043.8189;8672.715059;20989.03253
Carex blanda;Carex_blanda|TEN|spm00001819;Paniceae;35.25;2.797580858;8;33.5;9.75;5.5;2.25;3.15;0.325;16.5;0.75;14.5;2.75;637;108.1255887;118.8383046;30.91522763;9300.6719;298.0565149;-84.99372057;383.0502355;183.1193093;15.00156986;223.4945055;-16.96232339;986.9340659;113.5871272;51.02982732;26.20251177;314.2810047;173.5243328;289.7535322;189.4803768;1840.402442;170.5885933;24.09972058;2048064.391;897.9181847;3750.003105;2057.415711;2900.061215;10068.99528;912.4987905;3637.62122;50726.14659;433.1358718;582.7239517;246.5705597;2751.626887;5971.315838;2247.997334;9698.051894
Carex crebriflora;Carex_crebriflora||spm00001043;Paniceae;42;22.38064686;1;43.5;13.25;5.1;2.45;4;0.5;15;4.5;16.5;2.75;62;176.1290323;130.9032258;40.96774194;6842.129032;328.5483871;11.98387097;316.5645161;165.4677419;189.483871;260.5967742;84.58064516;1382.854839;158.7419355;78.22580645;20.62903226;428.7741935;265.2903226;364.7580645;364.3870968;283.7535695;41.23638287;4.556319408;414352.8355;67.98942359;640.1144897;499.9219989;6547.498942;1600.352195;89.85113696;608.9032258;15508.9458;271.9978847;130.407192;44.82734003;1819.456372;1126.701216;4602.645426;4490.700159
Carex falcata Turcz.;Carex_falcata|CHC|spm00005715;Paniceae;48;22.38064686;1;NA;NA;4;0.5;5;0.25;NA;NA;NA;NA;4;22.25;55.5;23;6288.75;138.25;-102.25;240.5;87.5;-32.5;105.25;-57.75;1259;160.5;59.5;29.5;434.25;218;385.75;225.75;359.9124935;75.17992676;7.931953581;1108318.815;264.8313827;1096.342597;1188.171752;787.9713785;1704.825839;194.3282445;896.6955877;35260.72575;606.3872327;131.9717146;49.22717627;4579.230395;1386.77786;2240.551772;3953.292781
Carex filipes;Carex_filipes|JAP|NCBI_Waterway_3666;Paniceae;42.5;5.595161715;4;42.5;6.25;5;1.5;6;0.5;17.5;3.75;25;2.5;155;117.7935484;88.16129032;27.41935484;8023.109677;277.0129032;-39.87741935;316.8903226;204.1870968;27.80645161;220.7032258;15.40645161;1811.16129;270.8903226;60.75483871;46.83870968;716.6580645;206.5935484;673.6258065;221.9225806;714.944114;130.8244659;15.02429828;768509.345;578.8699623;1519.225136;908.3060746;1074.218014;1703.624633;497.8204441;1309.580478;247545.0452;9398.786594;562.1602849;83.967323;56197.36933;5682.424633;37245.65128;13549.43553
Carex garberi;Carex_garberi|ASK|spm00001624;Paniceae;52;22.38064686;1;22.5;8.75;1.75;0.375;3.1;0.3;11;2;10.5;2.25;329;5.917933131;104.3920973;25.50151976;10755.67781;214.7294833;-198.2948328;413.0243161;100.4772036;-70.1550152;139.8844985;-134.118541;671.1367781;88.81458967;30.71732523;35.81762918;240.5410334;107.4194529;201.4042553;143.6717325;3194.093854;207.1476203;25.96417451;6996890.628;1403.947939;8152.531711;5903.596968;4300.670973;8411.533824;1367.376863;7034.269442;119053.905;2006.096616;365.6729001;248.0398102;14629.99907;4149.53084;4634.704982;12592.30045
Carex gracilescens Steud.;Carex_gracilescens|KTY|spm00000927;Paniceae;37.75;5.595161715;4;45.5;16.25;3;1;2.9;0.05;16;5.5;16;2.5;138;108.5724638;118.8333333;31.81884058;8874.376812;293.3188406;-75.29710145;368.615942;168.7318841;15.91304348;219.2753623;-10.32608696;1102.57971;115.1014493;65.08695652;16.54347826;324.0869565;220.2318841;299.1449275;234.384058;668.3925209;142.1107056;13.27351105;465857.0979;446.0873797;857.8015974;398.5302549;2825.102772;5851.963186;431.2520893;1069.126468;22992.05564;359.3326986;222.9704856;50.45430022;1953.904792;2145.391093;992.986142;4501.493759
Carex jackiana subsp. parciflora;Carex_jackiana_ssp_parciflora|JAP|NCBI_Waterway_3674;Paniceae;42.25;2.797580858;8;60;10;8.5;1.75;4.5;0.25;22.5;3.75;12.5;1.25;98;86.7244898;84.79591837;24.69387755;8921.77551;261.9591837;-74.8877551;336.8469388;166.4591837;16.74489796;200.5;-26.2755102;1601.153061;204.6632653;82.95918367;30.16326531;559.8979592;267.2755102;542.0816327;337.3469388;1011.005786;76.0610141;4.791920892;224086.6914;1048.884915;1390.368714;259.4093204;4393.199348;4109.717757;902.2525773;1257.026404;130721.2238;2417.174101;525.4209973;67.7050284;19472.60804;5161.397538;17369.20976;21149.42478
Carex laxa;Carex_laxa|ASK|spm00001643;Paniceae;58;22.38064686;1;27.5;6.25;1.75;0.375;3.4;0.3;10.5;2.25;17.5;3.75;315;-2.104761905;84.7968254;23.4031746;9285.390476;182.4603175;-173.3206349;355.7809524;112.8380952;-72.55238095;120.2888889;-119.9777778;532.4984127;76.05396825;25.5047619;36.21904762;202.3714286;80.80952381;199.3111111;96.22222222;465.966697;72.5509453;5.604448489;1382152.946;288.7269235;1444.23763;1545.330846;220.2635123;943.1652411;247.7220099;1107.282944;10091.582;303.9747852;31.38453139;81.48371247;2114.552684;329.1610555;1999.953857;624.4472753
Carex laxiflora;Carex_laxiflora|MIC|spm00001023;Paniceae;46;11.19032343;2;43;2;15.5;5.25;3.65;0.225;21;6;23.5;0.25;424;97.33254717;115.2193396;30.84433962;9022.924528;283.120283;-87.3254717;370.4457547;157.3466981;13.87735849;209.7169811;-23.34669811;1061.691038;111.2665094;63.35141509;16.92924528;312.9481132;211.2995283;291.4575472;229.4929245;1174.340688;168.6917291;22.28304117;1121262.713;627.7230864;2121.619586;948.8670269;3793.531999;7559.341897;652.2223114;2187.550911;35737.26365;425.4867244;351.2639223;82.997346;2770.011486;3292.073191;1872.570298;5591.36638
Carex leptonervia;Carex_leptonervia|MAN|spm00001394;Paniceae;37;11.19032343;2;28;8;6.5;1.75;2.7;0.25;15.5;3.25;11.5;2.25;434;47.48847926;108.4677419;26.45852535;10161.01843;247.2004608;-157.1152074;404.3156682;130.6013825;-45.85023041;172.5092166;-89.42857143;941.8617512;105.7119816;51.6843318;23.99769585;299.7304147;171.5691244;279.6635945;192.656682;759.4513681;174.425054;8.646081885;1820410.572;540.4978289;2848.000553;2493.495966;4598.937735;5799.711928;429.3959888;1947.982184;41989.09863;264.1454912;556.6553198;191.6974543;2272.69159;4749.964033;1320.27918;7538.433824
Carex livida;Carex_livida|NWJ|spm00001410;Paniceae;38.33333333;3.73010781;6;35;10;2.5;0.5;3.9;0.45;16;4.5;15;2.5;1033;17.89060987;85.37173282;25.76669894;8607.320426;190.3514037;-144.125847;334.4772507;100.0609874;-40.87124879;128.6650532;-92.45208132;817.410455;109.2545983;36.57018393;34.17424976;298.3785092;122.5188771;231.6776379;190.7986447;1263.981239;370.4392002;25.97361865;6363512.586;1133.95876;5906.238023;8081.875693;2473.902285;5837.670423;671.7772368;4109.127789;294640.1647;6015.257791;438.5360094;120.5742588;45414.3033;5356.70725;5291.439587;42416.8974
Carex manhartii;Carex_manhartii|GEO|spm00001761;Paniceae;28;22.38064686;1;30;4.5;2.95;1.125;3.8;0.2;21.5;6.75;14.5;3.25;12;110.75;129.6666667;39.91666667;7011.25;266.5;-54.41666667;320.9166667;49.91666667;143.5;198.0833333;17.16666667;1741.166667;179.1666667;117;10.41666667;485.75;384.3333333;429.75;453.1666667;119.9708312;25.05997559;2.643984527;369439.6051;88.27712758;365.4475323;396.0572506;262.6571262;568.2752797;64.7760815;298.8985292;11753.57525;202.1290776;43.99057153;16.40905876;1526.410132;462.2592867;746.8505905;1317.76426
Carex meadii;Carex_meadii|MAN|spm00001742;Paniceae;56;11.19032343;2;37.5;11.25;3.5;0.75;3.65;0.675;21.5;7.75;NA;NA;211;110.9004739;122.7251185;30.20853081;9798.63981;308.6208531;-95.01421801;403.6350711;199;-10.70616114;231.8720379;-21.91469194;924.0094787;118.507109;34.56398104;36.74407583;322.8578199;122.7582938;298.8530806;130.8436019;1587.775762;102.5621756;15.77535545;1755020.07;788.3127059;3135.290273;1555.270955;1320.866667;5854.360867;775.6740239;3119.592688;38756.53324;373.2225683;314.4566012;153.6389528;2001.674927;3605.203205;1219.478312;6572.913518
Carex olbiensis;Carex_olbiensis|SPA|spm00000586;Paniceae;46;22.38064686;1;35;7.5;5.5;1.25;4.5;0.25;22.5;6.25;17.5;3.75;94;135.5106383;83.91489362;34.03191489;5580.691489;268.5425532;26.25531915;242.287234;125.287234;187.7234043;208.7340426;67.23404255;740.7765957;95.60638298;25.27659574;30.75531915;255.106383;115.6808511;131.393617;195.0957447;163.3923587;136.5088081;7.214024251;146834.1941;240.4874171;272.4502402;451.5832761;686.4649966;2552.503317;150.6489362;226.6543125;8356.196866;208.9079158;98.5248227;63.79970259;1705.579959;843.4884466;836.5423244;2002.797186
Carex panicea;Carex_panicea|MAI|spm00001906;Paniceae;32;2.238064686;10;44.5;15.25;3.05;0.825;3.85;0.625;18.5;5.25;15;2.5;1522;59.1609724;71.73850197;29.48423127;6176.35611;191.957293;-54.08278581;246.0400788;85.4717477;41.07227332;140.0295664;-17.40604468;875.3856767;102.999343;46.8370565;24.8370565;284.6839685;154.17477;218.4658344;220.4645204;1404.617726;238.8770045;29.95142771;3210067.054;1714.514283;3291.659151;4085.31003;3097.610312;5063.943491;1141.52904;2657.341923;116867.8913;1660.608152;402.6493031;67.21603551;12796.04799;4213.233078;3917.321975;13461.59802
Carex papulosa;Carex_papulosa|KOR|spm00000016;Paniceae;44;22.38064686;1;45;7.5;5;1;5.5;0.25;15;2.5;22.5;3.75;7;101.2857143;94.42857143;28.85714286;8420.428571;262;-70.71428571;332.7142857;205.7142857;0.285714286;206.4285714;-9;1169;228.1428571;34.71428571;65.14285714;562.1428571;114;548.7142857;123.8571429;205.664282;42.95995815;4.532544904;633325.0373;151.3322187;626.4814839;678.9552867;450.2693591;974.1861937;111.0447111;512.3974787;20148.98614;346.5069901;75.41240834;28.12981501;2616.703083;792.4444915;1280.315298;2259.024446
Carex pilosa;Carex_pilosa|YUG|spm00000563;Paniceae;43.33333333;3.73010781;6;35;7.5;7.5;1.25;4.25;0.375;30;5;22.5;3.75;453;69.63134658;86.16556291;27.09492274;8432.448124;238.3509934;-84.43487859;322.785872;155.3090508;-9.547461369;175.392936;-40.23399558;830.8211921;103.9006623;44.16335541;26.89624724;282.5452539;144.9006623;275.2538631;165.0993377;661.613794;63.5101389;33.49318213;4206781.208;266.768124;3159.666657;3396.084579;2164.045869;4302.381039;213.4824279;2517.13539;76174.9392;1518.54542;296.1900701;96.81000801;10822.36354;2905.297632;10601.45975;4285.779933
Carex purpurifera;Carex_purpurifera|KTY|spm00001470;Paniceae;36;7.46021562;3;42;7;7.5;1.25;3.85;0.125;29.5;7.75;22;5;17;132.9411765;127.6470588;36.58823529;7894.352941;301.3529412;-42.82352941;344.1764706;135.2941176;181.9411765;230.9411765;26.82352941;1385.294118;146.8823529;84.11764706;14.52941176;396.4117647;286;334.8823529;358.7647059;84.68529259;17.68939453;1.866342019;260780.8977;62.31326653;257.962964;279.5698239;185.4050302;401.1354915;45.72429282;210.9871971;8296.641352;142.6793489;31.05216814;11.582865;1077.465975;326.300673;527.1886521;930.1865366
Carex radfordii;Carex_radfordii|SCA|spm00001438;Paniceae;46;22.38064686;1;44.5;8.25;7.5;1.25;3.8;0.35;29.5;7.75;26;7;1;140;133;40;7082;299;-27;326;60;146;228;46;1707;175;125;9;461;390;430;438;1439.649974;300.7197071;31.72781433;4433275.261;1059.325531;4385.370388;4752.687007;3151.885514;6819.303356;777.312978;3586.782351;141042.903;2425.548931;527.8868584;196.9087051;18316.92158;5547.11144;8962.207087;15813.17112
Carex striatula;Carex_striatula|DEL|spm00001264;Paniceae;38;11.19032343;2;53.5;4.25;8.5;2.75;4.5;0.3;42;10;27;2.5;124;153.9596774;125.8790323;38.11290323;7395.943548;314.766129;-14.33870968;329.1048387;174.8467742;128.2419355;245.9516129;55.32258065;1289.887097;143.3548387;75.99193548;17.86290323;391.5080645;256.3387097;352.7419355;318.3225806;1436.380475;87.35923158;27.64568581;1167924.639;503.3838841;2205.803042;826.1759114;6750.260884;8361.84343;614.631786;2622.008917;35961.77577;960.2470496;149.8617231;64.02170207;6287.812943;1527.185156;7356.209284;5794.886966
Carex styloflexa;Carex_styloflexa|GEO|spm00001299;Paniceae;48;22.38064686;1;53;14.5;13;0.5;4.5;0.5;7.5;0.75;23;6;125;146.392;122.256;36.68;7594.448;309.528;-21.208;330.736;174.144;109.52;241.4;45.592;1273.544;136.776;78.168;15.352;375.192;260.632;344.016;313.32;981.3209032;189.9984516;29.8;841909.9912;343.1221935;1407.262839;536.0023226;5330.559742;7888.606452;410.5322581;1792.259613;32730.47587;832.9010323;112.8021935;34.18154839;4875.527355;1020.282839;4300.354581;5334.396774
