species;original.name;section;mean;weighted_squaredSEM;Ncyt;Culm.length.mp;Culm.length.1.4;Leaf.width.mp;Leaf.width.1.4;Utricle.length.mp;Utricle.length.1.4;LI.length.mp;LI.length.1.4;TI.length.mp;TI.length.1.4;Samples_bioclim;bio1_Mean;bio2_Mean;bio3_Mean;bio4_Mean;bio5_Mean;bio6_Mean;bio7_Mean;bio8_Mean;bio9_Mean;bio10_Mean;bio11_Mean;bio12_Mean;bio13_Mean;bio14_Mean;bio15_Mean;bio16_Mean;bio17_Mean;bio18_Mean;bio19_Mean;squaredSEM_bioclim1;squaredSEM_bioclim2;squaredSEM_bioclim3;squaredSEM_bioclim4;squaredSEM_bioclim5;squaredSEM_bioclim6;squaredSEM_bioclim7;squaredSEM_bioclim8;squaredSEM_bioclim9;squaredSEM_bioclim10;squaredSEM_bioclim11;squaredSEM_bioclim12;squaredSEM_bioclim13;squaredSEM_bioclim14;squaredSEM_bioclim15;squaredSEM_bioclim16;squaredSEM_bioclim17;squaredSEM_bioclim18;squaredSEM_bioclim19
Carex tetanica;Carex_tetanica|MAN|spm00001314;Paniceae;56;22.38064686;1;40;12.5;3.25;0.875;3.25;0.375;23;8.5;27.5;6.25;201;76.78109453;117.960199;27.90547264;10478.66667;283.4129353;-134.8308458;418.2437811;187.8955224;-58.11442786;205.5671642;-65.32835821;806.8457711;98.77114428;34.1641791;34.75621891;277.0995025;120.9452736;269.6318408;123.2089552;832.3918408;177.328408;10.3960199;1874876.333;329.3836318;2927.211244;2283.865274;963.0240299;3062.571841;319.0867164;2229.781642;36994.10109;132.0973632;396.0579104;315.3752736;1215.93005;4445.34199;945.4737811;4805.186119
Carex vaginata;Carex_vaginata|YUK|spm00001974;Paniceae;30.6875;1.398790429;16;33.5;13.25;2.75;0.625;4.25;0.375;19;5.5;12.5;1.25;1733;0.285054818;82.60011541;24.65031737;9178.766878;178.7663012;-166.5631852;345.3294864;89.19792268;-64.59088286;118.2331218;-115.8874784;720.711483;92.74783612;34.89844201;34.22215811;252.0755915;115.7478361;215.4656665;158.4431621;2649.453339;435.35097;26.09820573;11590086.37;1828.822374;9866.547535;12954.1483;3416.813575;9502.488993;1221.775877;7633.608001;142601.7481;1800.3261;468.5508809;189.8311023;14145.54682;4889.629795;5248.448734;14768.15107
Carex woodii;Carex_woodii|IOW|spm00001790;Paniceae;46.66666667;7.46021562;3;50;10;2.4;0.3;3.25;0.375;22.5;6.25;27.5;6.25;144;80.13194444;113.9444444;28.79861111;9764.076389;276.2430556;-115.7430556;391.9861111;180.75;-38.36805556;200.7222222;-51.45833333;908.2986111;101.7222222;45.25;25.49305556;289.0833333;154.8194444;281.3402778;160.1319444;520.5768745;120.7940948;12.65146659;1359616.141;215.4999514;1891.702749;1676.587218;2004.076923;3522.220231;245.8383838;1418.026224;19980.93818;152.0761461;424.9300699;203.6782731;1179.601399;3824.274864;1226.799485;4549.010441
Carex paniculata subsp. calderae;Carex_paniculata_ssp_calderae|CNY|NCBI_JACA_8893;Paniculata Clade;68;22.38064686;1;NA;NA;NA;NA;2.84;0.095;NA;NA;NA;NA;2;107.5;76;37;4369;226.5;23;203.5;67;166.5;170;59;488.5;104;0;88.5;281;5;15;241.5;719.824987;150.3598535;15.86390716;2216637.631;529.6627655;2192.685194;2376.343503;1575.942757;3409.651678;388.656489;1793.391175;70521.45149;1212.774465;263.9434292;98.45435254;9158.46079;2773.55572;4481.103543;7906.585561
Carex paniculata subsp. lusitanica;Carex_paniculata_ssp_lusitanica|SPA|spm00002563;Paniculata Clade;64;22.38064686;1;70;15;5;1;3.58;0.075;NA;NA;NA;NA;177;129.1186441;96;38.87570621;5155.39548;269.9887006;25.14124294;244.8474576;87.60451977;196.0677966;197.8813559;66.3220339;792.0056497;103.8079096;22.79661017;40.3559322;289.5141243;94.59322034;100.1751412;269.0564972;794.3097072;210.7386364;4.00719055;870686.9904;1164.693053;1200.735619;1817.902735;830.4449795;747.6544684;762.9801618;1053.549114;74390.1761;1395.542437;356.4356703;253.7873652;10847.52395;3972.83359;4487.008924;11443.90588
Carex paniculata subsp. paniculata;Carex_paniculata_ssp_paniculata|GRC|spm00006108;Paniculata Clade;61;3.73010781;6;70;15;5;1;3.305;0.2275;6.5;0.75;6.5;0.75;179;75.59776536;89.2122905;33.62569832;6063.648045;219.8212291;-40.76536313;260.5865922;80.32960894;91.27374302;154.0167598;-0.776536313;1006.150838;109.0502793;60.34636872;18.46927374;303.0558659;204.8324022;242.5586592;249.4078212;960.4552759;183.2468144;9.831021279;345797.1395;1571.765614;853.1468834;718.4685833;4607.267152;4849.357228;1061.600841;898.4104576;73852.79173;641.2727387;565.800703;85.74483711;4986.86203;5565.162764;6117.596259;7399.051849
Carex anthoxanthea;Carex_anthoxanthea|WAS|spm00001568;Pauciflora Clade;55;11.19032343;2;22.5;8.75;2;0.25;3.5;0.25;20;2.5;12.5;1.25;147;22.3877551;73.28571429;29.23809524;6240.340136;157.0136054;-93.30612245;250.3197279;44.37414966;32.96598639;104.8435374;-52.74829932;1369.095238;187.9251701;61.3537415;34.36054422;504.3129252;207.3741497;291.1904762;378.4421769;1401.581493;432.8082192;10.07305936;4963571.418;403.2189917;5832.816606;6772.849129;1324.29056;4728.74541;299.6945299;4191.477309;571550.21;13042.61765;1052.942503;101.5335011;85744.35346;11753.04398;14712.25114;63981.52232
Carex micropoda;Carex_micropoda|ASK|spm00001632;Pauciflora Clade;66;11.19032343;2;17.5;6.25;0.875;0.3125;3.5;0.25;0;0;NA;NA;202;-4.405940594;90.01485149;29.53465347;7474.044554;157.4059406;-144.7871287;302.1930693;25.69306931;2.217821782;93.63366337;-94.49009901;1084.212871;149.8168317;48.89108911;34.06435644;399.950495;166.6534653;246.7029703;295.3960396;1370.033397;651.6763953;28.52864391;4310114.749;547.2274272;5107.292769;5413.758559;3125.527215;5502.211024;361.0094084;3753.62428;465207.0938;10536.16031;867.9383282;139.7421063;71061.57963;9340.963893;12301.45362;53126.65829
Carex nigricans;Carex_nigricans|ASK|spm00001638;Pauciflora Clade;72;22.38064686;1;17.5;6.25;3;0.5;3.95;0.075;0;0;NA;NA;343;11.74927114;102.7930029;33.48104956;6840.373178;177.8629738;-124.0816327;301.9446064;0.454810496;41.53644315;101.3381924;-71.09912536;1132.457726;159.909621;43.7696793;35.8425656;440.8862974;155.5860058;202.5976676;373.3323615;1167.135782;699.948255;22.68896732;2028182.205;1130.720935;3440.274018;3823.298092;3858.231139;5621.144136;733.6806131;2327.387806;445646.3834;11773.32807;573.0900721;232.46637;91377.49873;6282.945067;10072.2704;76240.29272
Carex pauciflora;Carex_pauciflora|ASK|spm00001142;Pauciflora Clade;71.75;2.797580858;8;25;7.5;1.05;0.275;6.85;0.475;0;0;6.5;1.75;1427;27.73861247;84.65171689;26.12894184;8411.193413;196.553609;-131.3987386;327.9523476;97.48773651;-27.07638402;135.5017519;-80.81990189;906.110021;114.8528381;44.28591451;30.99018921;317.2733006;146.6040645;254.2032235;210.4702172;1045.231068;390.504841;21.07172139;6502314.169;1066.182783;5801.88227;8614.488611;3189.153251;6438.095844;587.7340432;3868.842016;227122.7572;3937.863321;591.8494719;129.2032697;30183.14685;6420.375383;6017.244786;28969.28996
Carex pyrenaica;Carex_pyrenaica|SPA|spm00000582;Pauciflora Clade;70;11.19032343;2;20;7.5;1.5;0.25;3.5;0.25;0;0;12.5;1.25;356;15.3005618;99.8258427;32.6011236;7169.323034;180.6011236;-126.7275281;307.3286517;39.54775281;11.06460674;108.0702247;-73.39606742;1244.367978;154.1460674;59.95224719;28.12359551;428.8174157;208.8764045;313.2752809;313.2893258;1763.917859;560.3808514;40.66298465;3711618.05;1280.905238;4843.708649;4651.956473;5121.532925;7163.869054;1234.133083;3514.527196;604348.1544;9894.998323;1642.823065;210.3846811;83032.51586;20759.18468;51128.32964;58418.65127
Carex acuta;Carex_acuta|ITA|spm00003084;Phacocystis;83.68181818;1.01730213;22;75;22.5;7.5;1.25;2.75;0.375;65;17.5;40;10;1461;58.28952772;82.63791923;27.76591376;7865.463381;221.8069815;-84.67077344;306.477755;121.0225873;8.246406571;159.8877481;-41.79123888;674.5112936;83.1211499;34.11430527;28.87542779;229.201232;112.7556468;192.0123203;153.8863792;2543.282555;224.8544242;44.30954966;7427366.501;1086.276417;8113.075782;7480.097621;1830.924832;10472.08582;766.3832813;6764.520088;40610.46237;645.2777784;216.8163774;157.8543341;4725.358108;2187.262853;3079.869711;6131.863794
Carex angustata;Carex_angustata|CAL|spm00000713;Phacocystis;68;4.476129372;5;70;20;5.5;0.75;2.6;0.2;47.5;11.25;NA;NA;68;68.86764706;140.8088235;41.52941176;6820.411765;262.6029412;-75.33823529;337.9411765;23.82352941;120.4411765;158.1470588;-14.85294118;928.0147059;148.7058824;18.19117647;56.27941176;416.9558824;77.44117647;102.3382353;375.9264706;772.773266;380.5449956;28.55136084;2107108.246;709.5862599;1980.376427;2513.847234;5173.878841;5091.951712;905.022827;1369.649693;178967.9252;5615.076383;221.5300702;338.6521071;45902.37116;2428.578578;5905.421203;48591.59153
Carex appendiculata;Carex_appendiculata|KHA|spm00006476;Phacocystis;78;7.46021562;3;52.5;11.25;2;0.5;2.6;0.2;20;5;16.5;4.25;154;-24.20779221;92.51948052;20.6038961;12799.04545;205.5194805;-246.2792208;451.7987013;124.8181818;-141.3636364;138.1428571;-187.6168831;762.487013;119.1038961;28.7987013;52.70779221;314.2207792;97.44155844;303.8246753;118.8766234;6100.845429;521.257788;12.88129191;18891785.36;1835.310076;17521.98035;18031.76967;3259.71836;15984.33749;1780.724556;15662.94377;253079.1142;4510.198285;771.4036584;576.1820304;33552.64375;8080.96715;33816.9037;12635.50755
Carex aquatilis var. aquatilis;Carex_aquatilis_var_aquatilis|NFL|spm00001485;Phacocystis;76.76923077;0.86079411;26;85;32.5;10.25;3.875;2.75;0.425;62.5;26.25;27.5;11.25;611;2.900163666;91.46317512;27.10801964;8407.301146;179.0818331;-155.2405892;334.3224223;65.30278232;-32.49590835;112.2094926;-102.4484452;716.608838;94.35842881;32.66775777;33.82978723;257.9230769;110.5793781;196.9067103;178.4615385;1615.411328;867.6457729;46.6538864;5611729.047;1657.563784;5361.740383;6271.553251;3752.195058;8237.742196;810.723254;4209.287092;138838.8844;2811.371318;302.4025489;196.9217998;23230.80227;3402.722787;4587.101119;23672.9604
Carex aquatilis var. dives;Carex_aquatilis_var_dives||NCBI_Janeway_2155;Phacocystis;76.5;5.595161715;4;90;30;11.5;3.25;2.7;0.4;80;17.5;NA;NA;136;68.79411765;98.01470588;38.88235294;5466.477941;213.3308824;-40.47794118;253.8088235;23.375;123.2205882;140.4485294;2.426470588;1656.801471;261.9411765;38.24264706;55.01470588;735.9411765;151.25;177.2720588;663.3970588;1176.061002;499.4664488;56.75642702;2576321.57;1191.689706;3128.947658;3667.889107;2175.036111;2537.862092;580.9306645;2591.594553;412365.8047;10823.55207;766.8073529;224.2812636;86105.12244;7810.662963;14274.89581;77335.57451
Carex aquatilis var. minor;Carex_aquatilis_var_minor||NCBI_Bennett_893;Phacocystis;76.26666667;1.492043124;15;65;17.5;6.5;0.75;2.5;0.25;30;5;NA;NA;529;-91.98676749;71.38374291;18.51795841;11557.96219;117.100189;-278.3610586;395.4612476;40.97164461;-199.7693762;60.59357278;-230.3516068;359.7032136;51.03591682;16.33837429;48.78827977;136.0964083;54.0510397;121.4234405;69.80907372;4670.626719;171.4831443;26.36378673;11464500.22;1361.499413;11544.48113;8983.775484;1761.228361;17796.9505;1015.828822;10779.89887;86730.79243;999.9059045;300.0803617;364.8149381;7518.841067;3186.328829;5607.028692;6810.02219
Carex augustinowiczii;Carex_augustinowiczii|SAK|spm00007995;Phacocystis;61;5.595161715;4;40;5;2.5;0.25;3;0.75;25;5;13.5;1.75;94;35.12765957;84.85106383;23.29787234;9699.989362;213.893617;-147.2234043;361.1170213;133.4468085;-59.13829787;156.5212766;-90.9893617;1294.723404;186.0425532;52.17021277;43.65957447;506;170.4468085;493.0638298;203.1382979;1390.026539;269.9560741;16.36193091;5275613.817;1391.3434;4651.938801;5491.824868;3139.905742;5975.324754;965.4135209;3855.193434;231596.9334;4629.137955;664.3578129;373.6032944;38621.03226;6381.475635;41619.04965;11936.40002
Carex bigelowii subsp. bigelowii;Carex_bigelowii_ssp_bigelowii|QUE|spm00006479;Phacocystis;70.80952381;1.065745089;21;30;5;3;0.5;2.4;0.3;25;5;12.5;1.25;225;-55.59111111;78.13777778;20.53333333;10726.40444;140.8933333;-244.4177778;385.3111111;51.85777778;-152.0577778;81.27555556;-190.8622222;626.3511111;79.60444444;30.43111111;38.75555556;219.48;102.6266667;198.68;125.3466667;3873.849921;212.5568254;20.375;9330447.644;1729.426071;9681.726468;8374.259921;2571.033254;15462.80468;1350.566587;8724.753254;151195.4521;1521.133016;598.8713492;295.3373016;11846.99179;6720.145714;9870.1025;11494.00429
Carex bigelowii subsp. lugens;Carex_bigelowii_ssp_lugens|ASK|spm00000742;Phacocystis;73.33333333;7.46021562;3;37.5;3.75;1.75;0.125;2.2;0.35;15;2.5;20;5;209;-92.71770335;90.47368421;19.22488038;13413.17225;149.8803828;-309.708134;459.5885167;72.29665072;-188.7559809;81.97607656;-254.2535885;287.0239234;53.45454545;10.09090909;59.22966507;134.6746411;34.63636364;125.2200957;42.93779904;1623.193964;422.8274291;12.98283953;4598712.557;1595.701969;3668.515366;4835.945252;1052.228883;6708.954591;939.1676941;3462.699807;27800.20616;763.1241259;56.6791958;164.937385;5312.989787;606.8382867;4264.81671;1476.231689
Carex buekii;Carex_buekii|CZE|spm00000558;Phacocystis;52;11.19032343;2;80;20;7;1.5;2.25;0.125;70;15;42.5;8.75;90;80.65555556;91.6;30.14444444;7512.411111;239.7888889;-61.16666667;300.9555556;174.0222222;10.36666667;174.4;-18.76666667;755.4;95.08888889;39.54444444;28.58888889;268.0777778;128.4666667;267.9666667;144.2888889;99.86878901;42.89438202;7.360923845;1151193.166;243.786392;476.5;968.6496879;154.8309613;530.1;180.2651685;377.8662921;22335.29888;393.7672909;95.26204744;48.22234707;3449.398377;852.2966292;3473.358427;1598.657179
Carex cespitosa;Carex_cespitosa_ssp_cespitosa|NOR|spm00003210;Phacocystis;75.55555556;1.24336927;18;35;7.5;2;0.5;2.25;0.125;15;2.5;15;2.5;999;32.43143143;83.92592593;24.69069069;9012.756757;211.6156156;-130.6156156;342.2312312;129.3903904;-42.77077077;148.7197197;-82.72572573;614.7347347;80.40540541;29.84184184;32.70770771;218.5165165;97.997998;205.2062062;119.3043043;2085.365785;198.6698582;20.97938219;6543604.477;871.5414794;6802.058513;6504.366318;1452.703154;5930.455417;714.111745;5605.756362;32535.8965;416.5639387;164.5741593;135.1750007;3073.081641;1773.044084;2901.059641;2860.726945
Carex crinita var. crinita;Carex_crinita_var_crinita|MAI|spm00000801;Phacocystis;66.33333333;7.46021562;3;87.5;23.75;6.8;1.75;2.75;0.475;75;20;65;12.5;154;60.85714286;114.9025974;27.45454545;10309.75325;263.6558442;-150.9545455;414.6103896;156.961039;-49.3961039;187.487013;-79.25324675;933.961039;106.8181818;49.77922078;26.77922078;302.2077922;165.3246753;290.6558442;178.974026;1166.149393;125.0688821;11.38680927;1733241.808;534.8415669;3525.939097;2276.487734;3967.122655;7708.489135;575.4802224;2663.641329;38301.26645;187.1301248;663.0489772;313.6895;1258.636279;5921.161871;1081.194508;8079.345726
Carex curvicollis;Carex_curvicollis|JAP|spm00006868;Phacocystis;56;22.38064686;1;30;5;3;0.25;5.25;0.125;27.5;6.25;17.5;3.75;247;110.5870445;86.47773279;26.43319838;8295.554656;275.2186235;-46.17004049;321.388664;197.7206478;31.77732794;217.0445344;5.4048583;1824.242915;258.3684211;74.37246964;39.48178138;687.6518219;246.2793522;652.9433198;282.8502024;907.5442217;105.3643396;6.1001942;434701.7602;699.8219282;1345.353083;493.2954807;2039.94197;2158.181923;671.8476021;1313.989895;176840.3635;7197.599487;643.9420032;153.9173497;44491.77259;5924.519206;31410.44393;17470.63194
Carex dacica;Carex_dacica|ICE|spm00003155;Phacocystis;80.92307692;1.72158822;13;NA;NA;5;0.5;2.75;0.125;15;2.5;NA;NA;588;-0.401360544;70.95068027;25.17346939;7346.382653;149.4489796;-132.372449;281.8214286;61.4744898;-34.31462585;96.73639456;-90.9914966;922.8231293;115.3622449;45.01530612;30.84353741;315.5255102;150.8486395;254.914966;219.1887755;1102.693831;174.9805276;8.26287244;4700385.208;489.031464;4362.039921;5364.327513;1904.546197;5086.829292;366.9406153;3351.238428;281021.7336;3702.098538;671.9844331;79.93799905;30430.85965;8050.677221;8376.009793;24880.94727
Carex elata subsp. elata;Carex_elata_ssp_elata|SPA|spm00003134;Phacocystis;75.13636364;1.01730213;22;70;25;4;1;3.25;0.375;42.5;13.75;35;7.5;268;100.1716418;88.48880597;33.82089552;6103.33209;242.5746269;-16.80970149;259.3843284;116.5746269;95.54850746;178.7985075;22.54477612;764.6865672;90.30597015;39.99626866;24.78358209;251.2947761;136.8358209;193.108209;190.1716418;951.9329756;176.0785259;25.12885013;832397.0316;903.4588294;1589.54043;861.5258958;2117.129241;7881.83659;575.5772262;1591.387501;39844.55308;761.321762;236.0711471;155.5110403;6355.01016;2308.302532;8357.902105;4539.183912
Carex eleusinoides;Carex_eleusinoides|ASK|spm00001623;Phacocystis;78.88888889;2.48673854;9;22.5;3.75;2.75;0.125;2.1;0.05;26;2;17.5;3.75;121;-76.23966942;100.3140496;20.66942149;13708.8843;171.9834711;-308.5206612;480.5041322;90.56198347;-174.3801653;98.6446281;-247.5702479;456.7603306;82.95867769;13.83471074;58.7107438;213.4628099;48.69421488;205.2892562;61.89256198;1858.933747;438.2672176;15.6231405;10318439.09;1116.199725;6947.101653;10176.2854;1071.298209;9786.220937;708.5309917;6072.463774;47833.23375;1797.206612;103.7724518;384.5073003;11886.80069;1114.297383;11761.54063;1962.446694
Carex emoryi;Carex_emoryi|DEL|spm00000885;Phacocystis;72;22.38064686;1;72.5;21.25;4.5;0.75;2.45;0.375;62.5;18.75;32.5;8.75;305;85.72131148;126.8491803;30.31803279;10027.72459;290.9147541;-124.7672131;415.6819672;182.757377;-29.2557377;209.7377049;-49.32131148;769.947541;100.9639344;30.27868852;39.90163934;278.7803279;106.0885246;260.2852459;112.7672131;1787.438525;503.4442839;38.52681191;2554950.865;1348.321657;3789.869974;2176.78997;3197.625151;6697.743594;1094.490186;3715.008261;70736.54987;696.7059318;455.8595772;290.2534513;5626.014085;4881.107269;4818.546657;6601.534448
Carex ensifolia;Carex_ensifolia|CHQ|spm00005713;Phacocystis;80;22.38064686;1;37.5;11.25;2.5;0.25;NA;NA;14;3;15;2.5;34;-66.55882353;108.5;22.05882353;13681.47059;180.6470588;-308.2352941;488.8823529;103.2352941;-218.5294118;105.7941176;-243.5;479.2352941;95.73529412;10.67647059;67.58823529;246.8823529;37.47058824;244.6764706;41.67647059;2398.617647;441.530303;29.08734403;10839061.71;1142.356506;6355.579323;7601.016043;926.2459893;5771.71123;769.5017825;7091.833333;36785.76114;2325.958111;35.98306595;393.1586453;13438.77362;399.1657754;13912.64973;521.7406417
Carex gaudichaudiana;Carex_gaudichaudiana||NCBI_Ford_1659;Phacocystis;72;22.38064686;1;19;6.5;1.75;0.375;3.25;0.375;10;2.5;10;2.5;462;126.6082251;110.2965368;49.12987013;4048.393939;245.2121212;19.88095238;225.3311688;124.3203463;132.6168831;177.1298701;73.28138528;1290.125541;151.0562771;65.74675325;26.37229437;419.1883117;227.465368;319.7705628;315.3138528;1360.525138;273.9747819;59.80088458;931423.0289;1628.826924;1223.185363;1501.471434;4501.944878;2259.252035;1449.779193;1485.846898;703210.0753;7614.933919;3002.284968;108.8285583;58687.03388;33361.94565;55752.86698;37761.78198
Carex gynandra;Carex_gynandra|DEL|spm00000964;Phacocystis;68;22.38064686;1;92.5;23.75;7.25;1.625;3.05;0.575;64;20;65;12.5;384;60.13541667;109.6614583;28.2109375;9497.736979;251.1796875;-133.3932292;384.5729167;114.5130208;-14.21614583;177.7578125;-67.1328125;1061.117188;113.1015625;64.77604167;18.1875;319.0572917;210.3828125;291.015625;235.7239583;830.7440165;184.4803906;15.25826126;1601856.706;597.4637117;2328.437656;1982.433312;5795.08077;7113.757337;485.8132547;1896.559338;53605.26822;438.6711203;581.9497117;106.5704961;3275.43274;5106.11678;1998.41751;7696.733002
Carex interrupta;Carex_interrupta|ORE|spm00001666;Phacocystis;66;11.19032343;2;47.5;13.75;4;0.5;1.8;0.15;65;12.5;NA;NA;56;94.33928571;108.3928571;40.80357143;5380.285714;247.0714286;-15.51785714;262.5892857;34.14285714;162.6607143;164.3571429;28.125;1450.964286;234.0357143;27.42857143;59.28571429;668.625;117.5;123.8035714;603.0357143;982.9918831;352.3155844;21.68798701;857552.9351;1083.812987;1544.617857;1673.737338;1918.815584;765.4282468;765.5428571;1471.856818;240377.0169;6356.325974;205.812987;221.4077922;53084.49318;2238.109091;2202.851623;51829.74416
Carex jaluensis;Carex_jaluensis|KOR|NCBI_Jung_2361;Phacocystis;57.42857143;3.197235266;7;57.5;13.75;4.5;0.75;2.5;0.625;37.5;11.25;32.5;8.75;12;59.41666667;89.83333333;23;10237;240.25;-143;383.25;182.6666667;-76.5;184.8333333;-80.25;1083.25;228.25;21.5;73.75;583.9166667;75.91666667;558.75;76.16666667;119.9708312;25.05997559;2.643984527;369439.6051;88.27712758;365.4475323;396.0572506;262.6571262;568.2752797;64.7760815;298.8985292;11753.57525;202.1290776;43.99057153;16.40905876;1526.410132;462.2592867;746.8505905;1317.76426
Carex kiotensis;Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584;Phacocystis;74;11.19032343;2;45;7.5;9.5;1.75;2.35;0.075;70;10;60;10;176;118.6647727;87.28977273;27.45454545;7951.948864;277.1704545;-36.51136364;313.6818182;208.2897727;26.53409091;220.5852273;17.49431818;1898.857955;271.6136364;67.20454545;43.46590909;728.4943182;226.0170455;701.8806818;234.5852273;870.4412662;126.5384091;9.163636364;849627.8545;705.1364935;1481.577013;1073.475325;1224.949838;1501.324545;663.4441234;1382.85711;223440.7169;7191.335584;503.0207792;71.5074026;48237.49711;4926.336851;38795.49997;7294.678409
Carex kurdica;Carex_kurdica|GRC|spm00003147;Phacocystis;74;22.38064686;1;70;15;4.1;0.65;2.75;0.225;46;13;32.5;8.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Carex lenticularis;Carex_lenticularis||NCBI_Dragon_1281;Phacocystis;74.66666667;7.46021562;3;34;13;2.5;0.5;2.45;0.375;36;12;32.5;8.75;447;27.74049217;107.4384787;27.56375839;9729.404922;223.442953;-169.4407159;392.8836689;88.29753915;-25.36689038;147.9709172;-101.9440716;961.6599553;119.49217;45.80313199;30.03131991;336.6241611;154.7181208;249.7785235;240.1834452;1138.367482;443.3364533;40.56935625;5839163.219;1142.664339;5631.6865;6301.367603;6276.26329;11522.62294;690.7682106;4012.712112;159312.9155;4046.003862;546.7190036;250.5236805;30404.23511;5081.449514;6312.82752;32766.79587
